x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x1sq,x5sq,x6sq,x8sq,x11sq,x12sqrt,x13sq
4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,16.7,23.7306353881,0.376996,42.042256,5.31440809,408.04,19.9050244913,348.9424
15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91,12,225.70254756,0.376996,28.132416,4.41294049,408.04,18.6943841835,620.5081
10.233,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,14.6,104.714289,0.376996,38.254225,4.71107025,408.04,19.4858923327,325.0809
14.3337,0,18.1,0,0.614,6.229,88,1.9512,24,666,20.2,383.32,13.11,21.4,205.45495569,0.376996,38.800441,3.80718144,408.04,19.5785597019,171.8721
5.82401,0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2,396.9,10.74,23,33.9190924801,0.283024,38.962564,11.72514564,408.04,19.9223492591,115.3476
5.70818,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,23.7,32.5833189124,0.283024,45.5625,11.10022489,408.04,19.8259930394,59.9076
5.73116,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.2,395.28,7.01,25,32.8461949456,0.283024,49.857721,11.63219236,408.04,19.8816498309,49.1401
2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42,21.8,7.9432658244,0.283024,33.200644,16.79606289,408.04,19.8222097658,108.5764
2.37857,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34,20.6,5.6575952449,0.339889,34.468641,13.868176,408.04,19.2543501578,177.9556
3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,21.2,13.4958512689,0.339889,39.841344,15.93366889,408.04,19.7134471871,111.9364
5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,19.1,32.3960180625,0.339889,37.380996,12.57340681,408.04,19.8161550256,224.4004
4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,20.6,23.3837043489,0.339889,34.869025,9.93699529,408.04,19.7032992161,131.1025
0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06,15.2,0.0227587396,0.370881,29.746116,3.31567681,404.01,19.8768709811,326.1636
0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97,7,0.0336245569,0.370881,29.311396,3.08142916,404.01,18.5485848517,574.5609
0.20746,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1,318.43,29.68,8.1,0.0430396516,0.370881,25.938649,3.32187076,404.01,17.8446070285,880.9024
0.10574,0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,13.6,0.0111809476,0.370881,35.796289,3.48979761,404.01,19.751202495,326.5249
0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35,20.1,0.0123921424,0.370881,35.796289,4.45167801,404.01,19.9223492591,178.2225
0.17331,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.2,396.9,12.01,21.8,0.0300363561,0.342225,32.569849,5.67249489,368.64,19.9223492591,144.2401
0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,24.5,0.0781593849,0.342225,35.117476,5.67249489,368.64,19.9223492591,184.6881
0.17899,0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6,23.1,0.0320374201,0.342225,32.1489,7.83216196,368.64,19.8315405352,309.76
0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14,19.7,0.08386816,0.342225,29.0521,7.83216196,368.64,19.9223492591,446.8996
0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,18.3,0.0720278244,0.342225,33.570436,8.36771329,368.64,19.9223492591,198.81
0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,21.2,0.0571783744,0.342225,36.228361,5.80376281,368.64,19.9223492591,166.9264
0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,17.5,0.0316235089,0.342225,31.013761,5.75952001,368.64,19.8939689353,228.01
0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,16.8,0.0503463844,0.342225,36.324729,6.24100324,368.64,19.9223492591,205.3489
0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21,391.99,9.67,22.4,0.0039225169,0.328329,43.467649,6.14345796,441,19.7987373335,93.5089
0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21,396.9,9.08,20.6,0.0020493729,0.328329,37.4544,5.23265625,441,19.9223492591,82.4464
0.06076,0,11.93,0,0.573,6.976,91,2.1675,1,273,21,396.9,5.64,23.9,0.0036917776,0.328329,48.664576,4.69805625,441,19.9223492591,31.8096
0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21,393.45,6.48,22,0.0120099681,0.328329,46.158436,5.70684321,441,19.8355741031,41.9904
0.04741,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21,396.9,7.88,11.9,0.0022477081,0.328329,36.3609,6.275025,441,19.9223492591,62.0944
